seqtag,segtag,text,page,page_width,page_height,fontname,rgb,x0,x1,top,bottom,doctop,mcid,mctag,tagstack
O,I-Liste,d'accompagner,3,612,994,ArialMT,#444,157,229,375,390,2381,146,Div,
O,I-Liste,son,3,612,994,ArialMT,#444,236,252,375,390,2381,146,Div,
O,I-Liste,animal,3,612,994,ArialMT,#444,259,289,375,390,2381,146,Div,
O,I-Liste,dans,3,612,994,ArialMT,#444,296,317,375,390,2381,146,Div,
O,I-Liste,le,3,612,994,ArialMT,#444,324,332,375,390,2381,146,Div,
O,I-Liste,parc,3,612,994,ArialMT,#444,338,358,375,390,2381,146,Div,
O,I-Liste,"canin,",3,612,994,ArialMT,#444,365,392,375,390,2381,146,Div,
O,I-Liste,si,3,612,994,ArialMT,#444,399,406,375,390,2381,146,Div,
O,I-Liste,celui-ci,3,612,994,ArialMT,#444,413,446,375,390,2381,146,Div,
O,I-Liste,montre,3,612,994,ArialMT,#444,453,485,375,390,2381,146,Div,
O,I-Liste,des,3,612,994,ArialMT,#444,492,507,375,390,2381,146,Div,
O,I-Liste,"signes,",3,612,994,ArialMT,#444,514,544,375,390,2381,146,Div,
O,I-Liste,d'agressivité;,3,612,994,ArialMT,#444,105,166,390,405,2396,146,Div,
O,B-Liste,-,3,612,994,ArialMT,#444,90,93,405,420,2411,146,Div,
O,I-Liste,toujours,3,612,994,ArialMT,#444,104,142,405,420,2411,146,Div,
O,I-Liste,avoir,3,612,994,ArialMT,#444,145,168,405,420,2411,146,Div,
O,I-Liste,une,3,612,994,ArialMT,#444,172,188,405,420,2411,146,Div,
O,I-Liste,laisse,3,612,994,ArialMT,#444,192,218,405,420,2411,146,Div,
O,I-Liste,en,3,612,994,ArialMT,#444,221,232,405,420,2411,146,Div,
O,I-Liste,"main,",3,612,994,ArialMT,#444,236,259,405,420,2411,146,Div,
O,I-Liste,afin,3,612,994,ArialMT,#444,264,281,405,420,2411,146,Div,
O,I-Liste,d'être,3,612,994,ArialMT,#444,285,311,405,420,2411,146,Div,
O,I-Liste,",en",3,612,994,ArialMT,#bbb,313,324,405,420,2411,146,Div,
O,I-Liste,mesure,3,612,994,ArialMT,#444,329,363,405,420,2411,146,Div,
O,I-Liste,d'intervenir,3,612,994,ArialMT,#444,366,420,405,420,2411,146,Div,
O,I-Liste,rapidement,3,612,994,ArialMT,#444,423,476,405,420,2411,146,Div,
O,I-Liste,auprès,3,612,994,ArialMT,#444,479,510,405,420,2411,146,Div,
O,I-Liste,de,3,612,994,ArialMT,#444,513,524,405,420,2411,146,Div,
O,I-Liste,son,3,612,994,ArialMT,#444,528,543,405,420,2411,146,Div,
O,I-Liste,"chien,",3,612,994,ArialMT,#444,105,132,420,435,2426,146,Div,
O,I-Liste,en,3,612,994,ArialMT,#444,136,146,420,435,2426,146,Div,
O,I-Liste,cas,3,612,994,ArialMT,#444,150,166,420,435,2426,146,Div,
O,I-Liste,de,3,612,994,ArialMT,#444,170,181,420,435,2426,146,Div,
O,I-Liste,besoin;,3,612,994,ArialMT,#444,185,217,420,435,2426,146,Div,
O,B-Liste,-,3,612,994,ArialMT,#444,90,93,435,450,2441,146,Div,
O,I-Liste,éviter,3,612,994,ArialMT,#444,105,131,435,450,2441,146,Div,
O,I-Liste,que,3,612,994,ArialMT,#444,134,151,435,450,2441,146,Div,
O,I-Liste,le,3,612,994,ArialMT,#444,155,162,435,450,2441,146,Div,
O,I-Liste,chien,3,612,994,ArialMT,#444,166,190,435,450,2441,146,Div,
O,I-Liste,ait,3,612,994,ArialMT,#444,194,206,435,450,2441,146,Div,
O,I-Liste,des,3,612,994,ArialMT,#444,209,225,435,450,2441,146,Div,
O,I-Liste,comportements,3,612,994,ArialMT,#444,229,302,435,450,2441,146,Div,
O,I-Liste,susceptibles,3,612,994,ArialMT,#444,306,363,435,450,2441,146,Div,
O,I-Liste,de,3,612,994,ArialMT,#444,367,378,435,450,2441,146,Div,
O,I-Liste,nuire,3,612,994,ArialMT,#444,382,405,435,450,2441,146,Div,
O,I-Liste,aux,3,612,994,ArialMT,#444,409,425,435,450,2441,146,Div,
O,I-Liste,autres,3,612,994,ArialMT,#444,428,457,435,450,2441,146,Div,
O,I-Liste,usagers,3,612,994,ArialMT,#444,461,497,435,450,2441,146,Div,
O,I-Liste,et,3,612,994,ArialMT,#444,501,510,435,450,2441,146,Div,
O,I-Liste,à,3,612,994,TimesNewRomanPSMT,#444,513,518,435,451,2441,146,Div,
O,I-Liste,leurs,3,612,994,ArialMT,#444,522,544,435,450,2441,146,Div,
O,I-Liste,chiens,3,612,994,ArialMT,#444,105,135,450,465,2456,146,Div,
O,I-Liste,Qappements,3,612,994,ArialMT,#444,138,196,450,465,2456,146,Div,
O,I-Liste,"excessifs,",3,612,994,ArialMT,#444,200,245,450,465,2456,146,Div,
O,I-Liste,bris,3,612,994,ArialMT,#444,249,266,450,465,2456,146,Div,
O,I-Liste,de,3,612,994,ArialMT,#444,269,280,450,465,2456,146,Div,
O,I-Liste,"matériel,",3,612,994,ArialMT,#444,284,324,450,465,2456,146,Div,
O,I-Liste,trous,3,612,994,ArialMT,#444,327,351,450,465,2456,146,Div,
O,I-Liste,dans,3,612,994,ArialMT,#444,354,377,450,465,2456,146,Div,
O,I-Liste,le,3,612,994,ArialMT,#444,380,388,450,465,2456,146,Div,
O,I-Liste,sol,3,612,994,ArialMT,#444,391,404,450,465,2456,146,Div,
O,I-Liste,et,3,612,994,ArialMT,#444,408,417,450,465,2456,146,Div,
O,I-Liste,agressivité);,3,612,994,ArialMT,#444,420,475,450,465,2456,146,Div,
O,B-Liste,"ramasser,",3,612,994,ArialMT,#444,105,150,465,480,2471,146,Div,
O,I-Liste,sans,3,612,994,ArialMT,#444,153,175,465,480,2471,146,Div,
O,I-Liste,"délai,",3,612,994,ArialMT,#444,178,201,465,480,2471,146,Div,
O,I-Liste,les,3,612,994,ArialMT,#444,207,219,465,480,2471,146,Div,
O,I-Liste,excréments,3,612,994,ArialMT,#444,223,277,465,480,2471,146,Div,
O,I-Liste,de,3,612,994,ArialMT,#444,281,291,465,480,2471,146,Div,
O,I-Liste,son,3,612,994,ArialMT,#444,295,311,465,480,2471,146,Div,
O,I-Liste,"chien,",3,612,994,ArialMT,#444,315,342,465,480,2471,146,Div,
O,I-Liste,les,3,612,994,ArialMT,#444,346,358,465,480,2471,146,Div,
O,I-Liste,placer,3,612,994,ArialMT,#444,362,391,465,480,2471,146,Div,
O,I-Liste,dans,3,612,994,ArialMT,#444,394,417,465,480,2471,146,Div,
O,I-Liste,un,3,612,994,ArialMT,#444,420,431,465,480,2471,146,Div,
O,I-Liste,sac,3,612,994,ArialMT,#444,435,450,465,480,2471,146,Div,
O,I-Liste,et,3,612,994,ArialMT,#444,454,462,465,480,2471,146,Div,
O,I-Liste,les,3,612,994,ArialMT,#444,466,478,465,480,2471,146,Div,
O,I-Liste,jeter,3,612,994,ArialMT,#444,481,502,465,480,2471,146,Div,
O,I-Liste,dans,3,612,994,ArialMT,#444,505,528,465,480,2471,146,Div,
O,I-Liste,les,3,612,994,ArialMT,#444,531,544,465,480,2471,146,Div,
O,I-Liste,poubelles,3,612,994,ArialMT,#444,105,149,479,494,2485,146,Div,
O,I-Liste,prévues,3,612,994,ArialMT,#444,153,189,479,494,2485,146,Div,
O,I-Liste,à,3,612,994,TimesNewRomanPSMT,#444,193,198,478,494,2484,146,Div,
O,I-Liste,cet,3,612,994,ArialMT,#444,202,216,479,494,2485,146,Div,
O,I-Liste,effet;,3,612,994,ArialMT,#444,220,243,479,494,2485,146,Div,
O,B-Liste,-,3,612,994,ArialMT,#665,89,93,495,510,2501,146,Div,
O,I-Liste,s'abstenir,3,612,994,ArialMT,#444,105,148,495,510,2501,146,Div,
O,I-Liste,de,3,612,994,ArialMT,#444,154,165,495,510,2501,146,Div,
O,I-Liste,lancer,3,612,994,ArialMT,#444,169,197,495,510,2501,146,Div,
O,I-Liste,tout,3,612,994,ArialMT,#444,200,218,495,510,2501,146,Div,
O,I-Liste,Objet,3,612,994,ArialMT,#444,222,245,495,510,2501,146,Div,
O,I-Liste,dans,3,612,994,ArialMT,#444,248,270,495,510,2501,146,Div,
O,I-Liste,le,3,612,994,ArialMT,#444,274,281,495,510,2501,146,Div,
O,I-Liste,but,3,612,994,ArialMT,#444,285,299,495,510,2501,146,Div,
O,I-Liste,de,3,612,994,ArialMT,#444,303,314,495,510,2501,146,Div,
O,I-Liste,faire,3,612,994,ArialMT,#444,317,338,495,510,2501,146,Div,
O,I-Liste,courir,3,612,994,ArialMT,#444,341,368,495,510,2501,146,Div,
O,I-Liste,ou,3,612,994,ArialMT,#444,371,382,495,510,2501,146,Div,
O,I-Liste,jouer,3,612,994,ArialMT,#444,385,410,495,510,2501,146,Div,
O,I-Liste,les,3,612,994,ArialMT,#444,413,426,495,510,2501,146,Div,
O,I-Liste,chiens.,3,612,994,ArialMT,#444,429,462,495,510,2501,146,Div,
O,B-Article,•,3,612,994,Arial-BoldMT,#444,77,80,521,537,2527,146,Div,
O,I-Article,Sont·,3,612,994,Arial-BoldMT,#444,89,120,521,537,2527,146,Div,
O,I-Article,"letditS,",3,612,994,Arial-BoldMT,#444,128,167,521,537,2527,146,Div,
O,I-Article,',3,612,994,Arial-BoldMT,#444,172,175,521,537,2527,146,Div,
O,I-Article,l'intérieur,3,612,994,Arial-BoldMT,#444,181,237,521,537,2527,146,Div,
O,I-Article,du,3,612,994,Arial-BoldMT,#444,240,254,521,537,2527,146,Div,
O,I-Article,parc,3,612,994,Arial-BoldMT,#444,258,282,521,537,2527,146,Div,
O,I-Article,canin,3,612,994,Arial-BoldMT,#444,286,315,521,537,2527,146,Div,
O,I-Article,:,3,612,994,Arial-BoldMT,#444,320,323,521,537,2527,146,Div,
O,B-Liste,-,3,612,994,ArialMT,#444,89,92,540,555,2546,146,Div,
O,I-Liste,les,3,612,994,ArialMT,#444,105,117,540,555,2546,146,Div,
O,I-Liste,chiens,3,612,994,ArialMT,#444,121,151,540,555,2546,146,Div,
O,I-Liste,dressés,3,612,994,ArialMT,#444,155,191,540,555,2546,146,Div,
O,I-Liste,pour,3,612,994,ArialMT,#444,194,215,540,555,2546,146,Div,
O,I-Liste,l'attaque,3,612,994,ArialMT,#444,219,259,540,555,2546,146,Div,
O,I-Liste,et,3,612,994,ArialMT,#444,263,271,540,555,2546,146,Div,
O,I-Liste,la,3,612,994,ArialMT,#444,275,283,540,555,2546,146,Div,
O,I-Liste,protection,3,612,994,ArialMT,#444,286,332,540,555,2546,146,Div,
O,I-Liste,ou,3,612,994,ArialMT,#444,336,346,540,555,2546,146,Div,
O,I-Liste,ayant,3,612,994,ArialMT,#444,350,376,540,555,2546,146,Div,
O,I-Liste,démontrés,3,612,994,ArialMT,#444,379,429,540,555,2546,146,Div,
O,I-Liste,de,3,612,994,ArialMT,#444,433,444,540,555,2546,146,Div,
O,I-Liste,l'agressivité;,3,612,994,ArialMT,#444,448,503,540,555,2546,146,Div,
O,I-Liste,les,3,612,994,ArialMT,#444,105,117,555,570,2561,146,Div,
O,I-Liste,femelles,3,612,994,ArialMT,#444,121,161,555,570,2561,146,Div,
O,I-Liste,en,3,612,994,ArialMT,#444,165,176,555,570,2561,146,Div,
O,I-Liste,période,3,612,994,ArialMT,#444,181,215,555,570,2561,146,Div,
O,I-Liste,de,3,612,994,ArialMT,#444,220,231,555,570,2561,146,Div,
O,I-Liste,chaleur,3,612,994,ArialMT,#444,235,270,555,570,2561,146,Div,
O,I-Liste,et,3,612,994,ArialMT,#444,274,282,555,570,2561,146,Div,
O,I-Liste,les,3,612,994,ArialMT,#444,287,299,555,570,2561,146,Div,
O,I-Liste,chiens,3,612,994,ArialMT,#444,304,334,555,570,2561,146,Div,
O,I-Liste,atteints,3,612,994,ArialMT,#444,338,372,555,570,2561,146,Div,
O,I-Liste,de,3,612,994,ArialMT,#444,377,388,555,570,2561,146,Div,
O,I-Liste,maladies,3,612,994,ArialMT,#444,393,434,555,570,2561,146,Div,
O,I-Liste,contagieuses,3,612,994,ArialMT,#444,438,499,555,570,2561,146,Div,
O,I-Liste,ou,3,612,994,ArialMT,#444,504,514,555,570,2561,146,Div,
O,I-Liste,para,3,612,994,ArialMT,#444,519,540,555,570,2561,146,Div,
O,I-Liste,sitaires;,3,612,994,ArialMT,#444,104,140,568,583,2574,146,Div,
O,B-Liste,-,3,612,994,ArialMT,#444,89,92,584,599,2590,146,Div,
O,I-Liste,les,3,612,994,ArialMT,#444,104,117,584,599,2590,146,Div,
O,I-Liste,enfants,3,612,994,ArialMT,#444,121,156,584,599,2590,146,Div,
O,I-Liste,âgés,3,612,994,ArialMT,#444,160,181,584,599,2590,146,Div,
O,I-Liste,de,3,612,994,ArialMT,#444,186,197,584,599,2590,146,Div,
O,I-Liste,moins,3,612,994,ArialMT,#444,202,229,584,599,2590,146,Div,
O,I-Liste,de,3,612,994,ArialMT,#444,234,245,584,599,2590,146,Div,
O,I-Liste,13,3,612,994,ArialMT,#444,250,260,584,599,2590,146,Div,
O,I-Liste,"ans,",3,612,994,ArialMT,#444,265,282,584,599,2590,146,Div,
O,I-Liste,non,3,612,994,ArialMT,#444,288,304,584,599,2590,146,Div,
O,I-Liste,accompagnés,3,612,994,ArialMT,#444,308,374,584,599,2590,146,Div,
O,I-Liste,d'un,3,612,994,ArialMT,#444,378,398,584,599,2590,146,Div,
O,I-Liste,parent,3,612,994,ArialMT,#444,403,432,584,599,2590,146,Div,
O,I-Liste,ou,3,612,994,ArialMT,#444,436,447,584,599,2590,146,Div,
O,I-Liste,d'un,3,612,994,ArialMT,#444,451,468,584,599,2590,146,Div,
O,I-Liste,adulte,3,612,994,ArialMT,#444,476,504,584,599,2590,146,Div,
O,I-Liste,respon,3,612,994,ArialMT,#444,508,540,584,599,2590,146,Div,
O,I-Liste,sable;,3,612,994,ArialMT,#444,104,130,597,612,2603,146,Div,
O,B-Liste,-,3,612,994,ArialMT,#444,89,92,613,628,2619,146,Div,
O,I-Liste,toute,3,612,994,ArialMT,#444,104,127,613,628,2619,146,Div,
O,I-Liste,personne,3,612,994,ArialMT,#444,131,174,613,628,2619,146,Div,
O,I-Liste,dont,3,612,994,ArialMT,#444,178,198,613,628,2619,146,Div,
O,I-Liste,la,3,612,994,ArialMT,#444,202,209,613,628,2619,146,Div,
O,I-Liste,présence,3,612,994,ArialMT,#444,213,256,613,628,2619,146,Div,
O,I-Liste,n'est,3,612,994,ArialMT,#444,259,282,613,628,2619,146,Div,
O,I-Liste,pas,3,612,994,ArialMT,#444,285,301,613,628,2619,146,Div,
O,I-Liste,en,3,612,994,ArialMT,#444,305,315,613,628,2619,146,Div,
O,I-Liste,lien,3,612,994,ArialMT,#444,319,335,613,628,2619,146,Div,
O,I-Liste,direct,3,612,994,ArialMT,#444,339,365,613,628,2619,146,Div,
O,I-Liste,avec,3,612,994,ArialMT,#444,369,390,613,628,2619,146,Div,
O,I-Liste,la,3,612,994,ArialMT,#444,394,402,613,628,2619,146,Div,
O,I-Liste,vocation,3,612,994,ArialMT,#444,405,444,613,628,2619,146,Div,
O,I-Liste,du,3,612,994,ArialMT,#444,448,459,613,628,2619,146,Div,
O,I-Liste,parc;,3,612,994,ArialMT,#444,463,484,613,628,2619,146,Div,
O,B-Liste,-,3,612,994,ArialMT,#444,89,92,629,644,2635,146,Div,
O,I-Liste,les,3,612,994,ArialMT,#444,104,117,629,644,2635,146,Div,
O,I-Liste,objets,3,612,994,ArialMT,#444,121,149,629,644,2635,146,Div,
O,I-Liste,présentant,3,612,994,ArialMT,#444,153,202,629,644,2635,146,Div,
O,I-Liste,un,3,612,994,ArialMT,#444,207,217,629,644,2635,146,Div,
O,I-Liste,risque,3,612,994,ArialMT,#444,222,251,629,644,2635,146,Div,
O,I-Liste,pour,3,612,994,ArialMT,#444,255,276,629,644,2635,146,Div,
O,I-Liste,la,3,612,994,ArialMT,#444,280,287,629,644,2635,146,Div,
O,I-Liste,sécurité,3,612,994,ArialMT,#444,291,328,629,644,2635,146,Div,
O,I-Liste,des,3,612,994,ArialMT,#444,332,348,629,644,2635,146,Div,
O,I-Liste,personnes,3,612,994,ArialMT,#444,352,400,629,644,2635,146,Div,
O,I-Liste,et,3,612,994,ArialMT,#444,405,413,629,644,2635,146,Div,
O,I-Liste,des,3,612,994,ArialMT,#444,417,433,629,644,2635,146,Div,
O,I-Liste,chiens,3,612,994,ArialMT,#444,437,467,629,644,2635,146,Div,
O,I-Liste,ou,3,612,994,ArialMT,#444,471,482,629,644,2635,146,Div,
O,I-Liste,susceptibles,3,612,994,ArialMT,#444,486,544,629,644,2635,146,Div,
O,I-Liste,d'endommager,3,612,994,ArialMT,#444,104,175,643,658,2649,146,Div,
O,I-Liste,les,3,612,994,ArialMT,#444,179,191,643,658,2649,146,Div,
O,I-Liste,installations,3,612,994,ArialMT,#444,195,251,643,658,2649,146,Div,
O,I-Liste,du,3,612,994,ArialMT,#444,255,265,643,658,2649,146,Div,
O,I-Liste,parc,3,612,994,ArialMT,#444,270,289,643,658,2649,146,Div,
O,I-Liste,canin:,3,612,994,ArialMT,#444,293,323,643,658,2649,146,Div,
O,I-Liste,"vélos,",3,612,994,ArialMT,#444,327,353,643,658,2649,146,Div,
O,I-Liste,"poussettes,",3,612,994,ArialMT,#444,357,410,643,658,2649,146,Div,
O,I-Liste,etc.;,3,612,994,ArialMT,#444,414,433,643,658,2649,146,Div,
O,B-Liste,-,3,612,994,ArialMT,#665,88,91,658,673,2664,146,Div,
O,I-Liste,les,3,612,994,ArialMT,#444,104,116,658,673,2664,146,Div,
O,I-Liste,contenants,3,612,994,ArialMT,#444,120,171,658,673,2664,146,Div,
O,I-Liste,en,3,612,994,ArialMT,#444,175,186,658,673,2664,146,Div,
O,I-Liste,verre;,3,612,994,ArialMT,#444,190,216,658,673,2664,146,Div,
O,I-Liste,nourüure,3,612,994,TimesNewRomanPSMT,#444,129,177,670,688,2676,146,Div,
O,I-Liste,toute,3,612,994,ArialMT,#444,103,127,672,687,2678,146,Div,
O,I-Liste,ou,3,612,994,ArialMT,#444,180,190,672,687,2678,146,Div,
O,I-Liste,boisson;,3,612,994,ArialMT,#444,195,233,672,687,2678,146,Div,
O,I-Liste,tout,3,612,994,ArialMT,#444,103,121,688,703,2694,146,Div,
O,I-Liste,autre,3,612,994,ArialMT,#444,125,148,688,703,2694,146,Div,
O,I-Liste,animal,3,612,994,ArialMT,#444,152,182,688,703,2694,146,Div,
O,I-Liste,qu'un,3,612,994,ArialMT,#444,187,212,688,703,2694,146,Div,
O,I-Liste,chien.,3,612,994,ArialMT,#444,217,244,688,703,2694,146,Div,
O,B-Article,esponsabilité,3,612,994,Arial-BoldMT,#444,95,170,712,728,2718,147,Div,
O,O,"J,.",3,612,994,Arial-BoldMT,#777,43,49,721,726,2727,147,Div,
O,O,__,3,612,994,Arial-BoldMT,#777,50,65,721,726,2727,147,Div,
O,O,..........,3,612,994,Arial-BoldMT,#999,82,97,721,726,2727,147,Div,
O,B-Alinea,Les,3,612,994,ArialMT,#444,88,103,730,745,2736,147,Div,
O,I-Alinea,utilisateurs,3,612,994,ArialMT,#444,109,160,730,745,2736,147,Div,
O,I-Alinea,du,3,612,994,ArialMT,#444,165,176,730,745,2736,147,Div,
O,I-Alinea,parc,3,612,994,ArialMT,#444,182,202,730,745,2736,147,Div,
O,I-Alinea,canin,3,612,994,ArialMT,#444,207,232,730,745,2736,147,Div,
O,I-Alinea,sont,3,612,994,ArialMT,#444,238,258,730,745,2736,147,Div,
O,I-Alinea,en,3,612,994,ArialMT,#444,263,273,730,745,2736,147,Div,
O,I-Alinea,tout,3,612,994,ArialMT,#444,278,296,730,745,2736,147,Div,
O,I-Alinea,temps,3,612,994,ArialMT,#444,301,330,730,745,2736,147,Div,
O,I-Alinea,responsables,3,612,994,ArialMT,#444,335,397,730,745,2736,147,Div,
O,I-Alinea,de,3,612,994,ArialMT,#444,402,413,730,745,2736,147,Div,
O,I-Alinea,leurs',3,612,994,ArialMT,#665,419,441,730,745,2736,147,Div,
O,I-Alinea,animaux.,3,612,994,ArialMT,#444,447,487,730,745,2736,147,Div,
O,I-Alinea,La,3,612,994,ArialMT,#444,494,504,730,745,2736,147,Div,
O,I-Alinea,Ville,3,612,994,ArialMT,#444,508,527,730,745,2736,147,Div,
O,I-Alinea,de,3,612,994,ArialMT,#444,533,544,730,745,2736,147,Div,
O,I-Alinea,Sainte-Adèle,3,612,994,ArialMT,#444,87,145,745,760,2751,147,Div,
O,I-Alinea,ne,3,612,994,ArialMT,#444,151,162,745,760,2751,147,Div,
O,I-Alinea,se,3,612,994,ArialMT,#444,166,176,745,760,2751,147,Div,
O,I-Alinea,tient,3,612,994,ArialMT,#444,181,202,745,760,2751,147,Div,
O,I-Alinea,aucunement,3,612,994,ArialMT,#444,205,264,745,760,2751,147,Div,
O,I-Alinea,responsable,3,612,994,ArialMT,#444,268,324,745,760,2751,147,Div,
O,I-Alinea,de,3,612,994,ArialMT,#444,328,339,745,760,2751,147,Div,
O,I-Alinea,tous,3,612,994,ArialMT,#444,343,363,745,760,2751,147,Div,
O,I-Alinea,dommages,3,612,994,ArialMT,#444,367,419,745,760,2751,147,Div,
O,I-Alinea,causés,3,612,994,ArialMT,#444,423,456,745,760,2751,147,Div,
O,I-Alinea,par,3,612,994,ArialMT,#444,460,475,745,760,2751,147,Div,
O,I-Alinea,les,3,612,994,ArialMT,#444,479,491,745,760,2751,147,Div,
O,I-Alinea,personnes,3,612,994,ArialMT,#444,496,543,745,760,2751,147,Div,
O,I-Alinea,ainsi,3,612,994,ArialMT,#444,87,108,760,775,2766,147,Div,
O,I-Alinea,que,3,612,994,ArialMT,#444,112,129,760,775,2766,147,Div,
O,I-Alinea,par,3,612,994,ArialMT,#444,133,148,760,775,2766,147,Div,
O,I-Alinea,les,3,612,994,ArialMT,#444,151,164,760,775,2766,147,Div,
O,I-Alinea,animaux,3,612,994,ArialMT,#444,167,208,760,775,2766,147,Div,
O,I-Alinea,qui,3,612,994,ArialMT,#444,211,225,760,775,2766,147,Div,
O,I-Alinea,utiliseront,3,612,994,ArialMT,#444,229,275,760,775,2766,147,Div,
O,I-Alinea,ledit,3,612,994,ArialMT,#444,279,298,760,775,2766,147,Div,
O,I-Alinea,parc.,3,612,994,ArialMT,#444,301,322,760,775,2766,147,Div,
